"1094","URANIUM-RADIUM-VANADIUM ORES"
"1099","MISCELLANEOUS METAL ORES, NOT ELSEWHERE CLASSIFIED"
"12","COAL MINING"
"122","BITUMINOUS COAL AND LIGNITE MINING"
"1221","BITUMINOUS COAL AND LIGNITE SURFACE MINING"
"1222","BITUMINOUS COAL UNDERGROUND MINING"
"123","ANTHRACITE MINING"
"1231","ANTHRACITE MINING"
"124","COAL MINING SERVICES"
"1241","COAL MINING SERVICES"
"13","OIL AND GAS EXTRACTION"
"131","CRUDE PETROLEUM AND NATURAL GAS"
"1311","CRUDE PETROLEUM AND NATURAL GAS"
"132","NATURAL GAS LIQUIDS"
"1321","NATURAL GAS LIQUIDS"
"138","OIL AND GAS FIELD SERVICES"
"1381","DRILLING OIL AND GAS WELLS"
"1382","OIL AND GAS FIELD EXPLORATION SERVICES"
"1389","OIL AND GAS FIELD SERVICES, NOT ELSEWHERE CLASSIFIED"
"14","MINING AND QUARRYING OF NONMETALLIC MINERALS, EXCEPT FUELS"
"141","DIMENSION STONE"
"1411","DIMENSION STONE"
"142","CRUSHED AND BROKEN STONE, INCLUDING RIPRAP"
"1422","CRUSHED AND BROKEN LIMESTONE"
"1423","CRUSHED AND BROKEN GRANITE"
"1429","CRUSHED AND BROKEN STONE, NOT ELSEWHERE CLASSIFIED"
"144","SAND AND GRAVEL"
"1442","CONSTRUCTION SAND AND GRAVEL"
"1446","INDUSTRIAL SAND"
"145","CLAY, CERAMIC, AND REFRACTORY MINERALS"
"1455","KAOLIN AND BALL CLAY"
"1459","CLAY, CERAMIC, AND REFRACTORY MINERALS, NOT ELSEWHERE CLASSIFIED"
"147","CHEMICAL AND FERTILIZER MINERAL MINING"
"1474","POTASH, SODA, AND BORATE MINERALS"
"1475","PHOSPHATE ROCK"
"1479","CHEMICAL AND FERTILIZER MINERAL MINING, NOT ELSEWHERE CLASSIFIED"
"148","NONMETALLIC MINERALS SERVICES, EXCEPT FUELS"
"1481","NONMETALLIC MINERALS SERVICES, EXCEPT FUELS"
"149","MISCELLANEOUS NONMETALLIC MINERALS, EXCEPT FUELS"
"1499","MISCELLANEOUS NONMETALLIC MINERALS, EXCEPT FUELS"
"15","BUILDING CONSTRUCTION-GENERAL CONTRACTORS AND OPERATIVE BUILDERS"
"152","GENERAL BUILDING CONTRACTORS-RESIDENTIAL BUILDINGS"
"1521","GENERAL CONTRACTORS-SINGLE-FAMILY HOUSES"
"1522","GENERAL CONTRACTORS-RESIDENTIAL BUILDINGS, OTHER THAN SINGLE-FAMI"
"153","OPERATIVE BUILDERS"
"1531","OPERATIVE BUILDERS"
"154","GENERAL BUILDING CONTRACTORS-NONRESIDENTIAL BUILDINGS"
"1541","GENERAL CONTRACTORS-INDUSTRIAL BUILDINGS AND WAREHOUSES"
"1542","GENERAL CONTRACTORS-NONRESIDENTIAL BUILDINGS, OTHER THAN INDUSTRI"
"16","HEAVY CONSTRUCTION OTHER THAN BUILDING CONSTRUCTION-CONTRACTORS"
"161","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"1611","HIGHWAY AND STREET CONSTRUCTION, EXCEPT ELEVATED HIGHWAYS"
"162","HEAVY CONSTRUCTION, EXCEPT HIGHWAY AND STREET CONSTRUCTION"
"1622","BRIDGE, TUNNEL, AND ELEVATED HIGHWAY CONSTRUCTION"
"1623","WATER, SEWER, PIPELINE, AND COMMUNICATIONS AND POWER LINE CONSTRU"
"1629","HEAVY CONSTRUCTION, NOT ELSEWHERE CLASSIFIED"
"17","CONSTRUCTION-SPECIAL TRADE CONTRACTORS"
"171","PLUMBING, HEATING AND AIR-CONDITIONING"
"1711","PLUMBING, HEATING AND AIR-CONDITIONING"
"172","PAINTING AND PAPER HANGING"
"1721","PAINTING AND PAPER HANGING"
"173","ELECTRICAL WORK"
"1731","ELECTRICAL WORK"
"174","MASONRY, STONEWORK, TILE SETTING, AND PLASTERING"
"1741","MASONRY, STONE SETTING, AND OTHER STONE WORK"
"1742","PLASTERING, DRYWALL, ACOUSTICAL, AND INSULATION WORK"
"1743","TERRAZZO, TILE, MARBLE, AND MOSAIC WORK"
"175","CARPENTRY AND FLOOR WORK"
"1751","CARPENTRY WORK"
"1752","FLOOR LAYING AND OTHER FLOOR WORK, NOT ELSEWHERE CLASSIFIED"
"176","ROOFING, SIDING, AND SHEET METAL WORK"
"1761","ROOFING, SIDING, AND SHEET METAL WORK"
"177","CONCRETE WORK"
"1771","CONCRETE WORK"
"178","WATER WELL DRILLING"
"1781","WATER WELL DRILLING"
"179","MISCELLANEOUS SPECIAL TRADE CONTRACTORS"
"1791","STRUCTURAL STEEL ERECTION"
"1793","GLASS AND GLAZING WORK"
"1793","GLASS INSTALLATION, EXCEPT AUTOMOTIVE-CONTRACTORS"
"1794","EXCAVATION WORK"
"1795","WRECKING AND DEMOLITION WORK"
"1796","INSTALLATION OR ERECTION OF BUILDING EQUIPMENT, NOT ELSEWHERE CLA"
"1799","SPECIAL TRADE CONTRACTORS, NOT ELSEWHERE CLASSIFIED"
"20","FOOD AND KINDRED PRODUCTS"
"201","MEAT PRODUCTS"
"2011","MEAT PACKING PLANTS"
"2013","SAUSAGES AND OTHER PREPARED MEAT PRODUCTS"
"2015","POULTRY SLAUGHTERING AND PROCESSING"
"202","DAIRY PRODUCTS"
"2021","CREAMERY BUTTER"
"2022","NATURAL, PROCESSED, AND IMITATION CHEESE"
"2023","DRY, CONDENSED, AND EVAPORATED DAIRY PRODUCTS"
"2024","ICE CREAM AND FROZEN DESSERTS"
"2026","FLUID MILK"
"203","CANNED, FROZEN, AND PRESERVED FRUITS, VEGETABLES, AND FOOD SPECIAL"
"2032","CANNED SPECIALTIES"
"2033","CANNED FRUITS, VEGETABLES, PRESERVES, JAMS, AND JELLIES"
"2034","DRIED AND DEHYDRATED FRUITS, VEGETABLES, AND SOUP MIXES"
"2035","PICKLED FRUITS AND VEGETABLES, VEGETABLE SAUCES AND SEASONINGS, A"
"2037","FROZEN FRUITS, FRUIT JUICES, AND VEGETABLES"
"2038","FROZEN SPECIALTIES, NOT ELSEWHERE CLASSIFIED"
"204","GRAIN MILL PRODUCTS"
"2041","FLOUR AND OTHER GRAIN MILL PRODUCTS"
"2043","CEREAL BREAKFAST FOODS"
"2044","RICE MILLING"
"2045","PREPARED FLOUR MIXES AND DOUGHS"
"2046","WET CORN MILLING"
"2047","DOG AND CAT FOOD"
"2048","PREPARED FEEDS AND FEED INGREDIENTS FOR ANIMALS AND FOWLS, EXCEPT"
"205","BAKERY PRODUCTS"
"2051","BREAD AND OTHER BAKERY PRODUCTS, EXCEPT COOKIES AND CRACKERS"
"2052","COOKIES AND CRACKERS"
"2053","FROZEN BAKERY PRODUCTS, EXCEPT BREAD"
"206","SUGAR AND CONFECTIONERY PRODUCTS"
"2061","CANE SUGAR, EXCEPT REFINING"
"2062","CANE SUGAR REFINING"
"2063","BEET SUGAR"
"2064","CANDY AND OTHER CONFECTIONERY PRODUCTS"
"2066","CHOCOLATE AND COCOA PRODUCTS"
"2067","CHEWING GUM"
"2068","SALTED AND ROASTED NUTS AND SEEDS"
"207","FATS AND OILS"
"2074","COTTONSEED OIL MILLS"
"2075","SOYBEAN OIL MILLS"
"2076","VEGETABLE OIL MILLS, EXCEPT CORN, COTTONSEED, AND SOYBEAN"
"2077","ANIMAL AND MARINE FATS AND OILS"
"2079","SHORTENING, TABLE OILS, MARGARINE, AND OTHER EDIBLE FATS AND OILS"
"208","BEVERAGES"
"2082","MALT BEVERAGES"
"2083","MALT"
"2084","WINES, BRANDY, AND BRANDY SPIRITS"
"2085","DISTILLED AND BLENDED LIQUORS"
"2086","BOTTLED AND CANNED SOFT DRINKS AND CARBONATED WATERS"
"2087","FLAVORING EXTRACTS AND FLAVORING SYRUPS, NOT ELSEWHERE CLASSIFIED"
"209","MISCELLANEOUS FOOD PREPARATIONS AND KINDRED PRODUCTS"
"2091","CANNED AND CURED FISH AND SEAFOODS"
"2092","PREPARED FRESH OR FROZEN FISH AND SEAFOODS"
"2095","ROASTED COFFEE"
"2096","POTATO CHIPS, CORN CHIPS, AND SIMILAR SNACKS"
"2097","MANUFACTURED ICE"
"2098","MACARONI, SPAGHETTI, VERMICELLI, AND NOODLES"
"2099","FOOD PREPARATIONS, NOT ELSEWHERE CLASSIFIED"
"21","TOBACCO PRODUCTS"
"211","CIGARETTES"
"2111","CIGARETTES"
"212","CIGARS"
"2121","CIGARS"
"213","CHEWING AND SMOKING TOBACCO AND SNUFF"
"2131","CHEWING AND SMOKING TOBACCO AND SNUFF"
"214","TOBACCO STEMMING AND REDRYING"
"2141","TOBACCO STEMMING AND REDRYING"
"22","TEXTILE MILL PRODUCTS"
"221","BROADWOVEN FABRIC MILLS, COTTON"
"2211","BROADWOVEN FABRIC MILLS, COTTON"
"222","BROADWOVEN FABRIC MILLS, MANMADE FIBER AND SILK"
"2221","BROADWOVEN FABRIC MILLS, MANMADE FIBER AND SILK"
"223","BROADWOVEN FABRIC MILLS, WOOL (INCLUDING DYEING AND FINISHING)"
"2231","BROADWOVEN FABRIC MILLS, WOOL (INCLUDING DYEING AND FINISHING)"
"224","NARROW FABRIC AND OTHER SMALLWARES MILLS: COTTON, WOOL, SILK, AND"
"2241","NARROW FABRIC AND OTHER SMALLWARES MILLS: COTTON, WOOL, SILK, AND"
"225","KNITTING MILLS"
"2251","WOMEN'S FULL-LENGTH AND KNEE-LENGTH HOSIERY, EXCEPT SOCKS"
"2252","HOSIERY, NOT ELSEWHERE CLASSIFIED"
"2253","KNIT OUTERWEAR MILLS"
"2254","KNIT UNDERWEAR AND NIGHTWEAR MILLS"
"2257","WEFT KNIT FABRIC MILLS"
"2258","LACE AND WARP KNIT FABRIC MILLS"
"2259","KNITTING MILLS, NOT ELSEWHERE CLASSIFIED"
"226","DYEING AND FINISHING TEXTILES, EXCEPT WOOL FABRICS AND KNIT GOODS"
"2261","FINISHERS OF BROADWOVEN FABRICS OF COTTON"
"2262","FINISHERS OF BROADWOVEN FABRICS OF MANMADE FIBER AND SILK"
"2269","FINISHERS OF TEXTILES, NOT ELSEWHERE CLASSIFIED"
"227","CARPETS AND RUGS"
"2273","CARPETS AND RUGS"
"228","YARN AND THREAD MILLS"
"2281","YARN SPINNING MILLS"
"2282","YARN TEXTURIZING, THROWING, TWISTING, AND WINDING MILLS"
"2282","ACETATE FILAMENT YARN: THROWING, TWISTING, WINDING, OR SPOOLING"
"2284","THREAD MILLS"
"229","MISCELLANEOUS TEXTILE GOODS"
"2295","COATED FABRICS, NOT RUBBERIZED"
"2296","TIRE CORD AND FABRICS"
"2297","NONWOVEN FABRICS"
"2298","CORDAGE AND TWINE"
"2299","TEXTILE GOODS, NOT ELSEWHERE CLASSIFIED"
"23","APPAREL AND OTHER FINISHED PRODUCTS MADE FROM FABRICS AND SIMILAR MATERIAL"
"231","MEN'S AND BOYS' SUITS, COATS, AND OVERCOATS"
"2311","MEN'S AND BOYS' SUITS, COATS, AND OVERCOATS"
"232","MEN'S AND BOYS' FURNISHINGS, WORK CLOTHING, AND ALLIED GARMENTS"
"2321","MEN'S AND BOYS' SHIRTS, EXCEPT WORK SHIRTS"
"2322","MEN'S AND BOYS' UNDERWEAR AND NIGHTWEAR"
"2323","MEN'S AND BOYS' NECKWEAR"
"2325","MEN'S AND BOYS' SEPARATE TROUSERS AND SLACKS"
"2326","MEN'S AND BOYS' WORK CLOTHING"
"2329","MEN'S AND BOYS' CLOTHING, NOT ELSEWHERE CLASSIFIED"
"233","WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR"
"2331","WOMEN'S, MISSES', AND JUNIORS' BLOUSES AND SHIRTS"
"2335","WOMEN'S, MISSES', AND JUNIORS' DRESSES"
"2337","WOMEN'S, MISSES', AND JUNIORS' SUITS, SKIRTS, AND COATS"
"2339","WOMEN'S, MISSES', AND JUNIORS' OUTERWEAR, NOT ELSEWHERE CLASSIFIE"
"234","WOMEN'S, MISSES', CHILDREN'S, AND INFANTS' UNDERGARMENTS"
"2341","WOMEN'S, MISSES', CHILDREN'S, AND INFANTS' UNDERWEAR AND NIGHTWEA"
"2342","BRASSIERES, GIRDLES, AND ALLIED GARMENTS"
"235","HATS, CAPS, AND MILLINERY"
"2353","HATS, CAPS, AND MILLINERY"
"236","GIRLS', CHILDREN'S, AND INFANTS' OUTERWEAR"
"2361","GIRLS', CHILDREN'S, AND INFANTS' DRESSES, BLOUSES, AND SHIRTS"
"2369","GIRLS', CHILDREN'S, AND INFANTS' OUTERWEAR, NOT ELSEWHERE CLASSIF"
"237","FUR GOODS"
"2371","FUR GOODS"
"238","MISCELLANEOUS APPAREL AND ACCESSORIES"
"2381","DRESS AND WORK GLOVES, EXCEPT KNIT AND ALL-LEATHER"
"2384","ROBES AND DRESSING GOWNS"
"2385","WATERPROOF OUTERWEAR"
"2386","LEATHER AND SHEEP-LINED CLOTHING"
"2387","APPAREL BELTS"
"2389","APPAREL AND ACCESSORIES, NOT ELSEWHERE CLASSIFIED"
"239","MISCELLANEOUS FABRICATED TEXTILE PRODUCTS"
"2391","CURTAINS AND DRAPERIES"
"2392","HOUSEFURNISHINGS, EXCEPT CURTAINS AND DRAPERIES"
"2393","TEXTILE BAGS"
"2394","CANVAS AND RELATED PRODUCTS"
"2395","PLEATING, DECORATIVE AND NOVELTY STITCHING, AND TUCKING FOR THE T"
"2396","AUTOMOTIVE TRIMMINGS, APPAREL FINDINGS, AND RELATED PRODUCTS"
"2397","SCHIFFLI MACHINE EMBROIDERIES"
"2399","FABRICATED TEXTILE PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"24","LUMBER AND WOOD PRODUCTS, EXCEPT FURNITURE"
"241","LOGGING"
"2411","LOGGING"
"242","SAWMILLS AND PLANING MILLS"
"2421","SAWMILLS AND PLANING MILLS, GENERAL"
"2426","HARDWOOD DIMENSION AND FLOORING MILLS"
"2429","SPECIAL PRODUCT SAWMILLS, NOT ELSEWHERE CLASSIFIED"
"243","MILLWORK, VENEER, PLYWOOD, AND STRUCTURAL WOOD MEMBERS"
"2431","MILLWORK"
"2434","WOOD KITCHEN CABINETS"
"2435","HARDWOOD VENEER AND PLYWOOD"
"2436","SOFTWOOD VENEER AND PLYWOOD"
"2439","STRUCTURAL WOOD MEMBERS, NOT ELSEWHERE CLASSIFIED"
"244","WOOD CONTAINERS"
"2441","NAILED AND LOCK CORNER WOOD BOXES AND SHOOK"
"2448","WOOD PALLETS AND SKIDS"
"2449","WOOD CONTAINERS, NOT ELSEWHERE CLASSIFIED"
"245","WOOD BUILDINGS AND MOBILE HOMES"
"2451","MOBILE HOMES"
"2452","PREFABRICATED WOOD BUILDINGS AND COMPONENTS"
"249","MISCELLANEOUS WOOD PRODUCTS"
"2491","WOOD PRESERVING"
"2493","RECONSTITUTED WOOD PRODUCTS"
"2499","WOOD PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"25","FURNITURE AND FIXTURES"
"251","HOUSEHOLD FURNITURE"
"2511","WOOD HOUSEHOLD FURNITURE, EXCEPT UPHOLSTERED"
"2512","WOOD HOUSEHOLD FURNITURE, UPHOLSTERED"
"2514","METAL HOUSEHOLD FURNITURE"
"2515","MATTRESSES, FOUNDATIONS, AND CONVERTIBLE BEDS"
"2517","WOOD TELEVISION, RADIO, PHONOGRAPH, AND SEWING MACHINE CABINETS"
"2519","HOUSEHOLD FURNITURE, NOT ELSEWHERE CLASSIFIED"
"252","OFFICE FURNITURE"
"2521","WOOD OFFICE FURNITURE"
"2522","OFFICE FURNITURE, EXCEPT WOOD"
"253","PUBLIC BUILDING AND RELATED FURNITURE"
"2531","PUBLIC BUILDING AND RELATED FURNITURE"
"254","PARTITIONS, SHELVING, LOCKERS, AND OFFICE AND STORE FIXTURES"
"2541","WOOD OFFICE AND STORE FIXTURES, PARTITIONS, SHELVING, AND LOCKERS"
"2542","OFFICE AND STORE FIXTURES, PARTITIONS, SHELVING, AND LOCKERS, EXC"
"259","MISCELLANEOUS FURNITURE AND FIXTURES"
"2591","DRAPERY HARDWARE AND WINDOW BLINDS AND SHADES"
"2599","FURNITURE AND FIXTURES, NOT ELSEWHERE CLASSIFIED"
"26","PAPER AND ALLIED PRODUCTS"
"261","PULP MILLS"
"2611","PULP MILLS"
"262","PAPER MILLS"
"2621","PAPER MILLS"
"263","PAPERBOARD MILLS"
"2631","PAPERBOARD MILLS"
"265","PAPERBOARD CONTAINERS AND BOXES"
"2652","SETUP PAPERBOARD BOXES"
"2653","CORRUGATED AND SOLID FIBER BOXES"
"2655","FIBER CANS, TUBES, DRUMS, AND SIMILAR PRODUCTS"
"2656","SANITARY FOOD CONTAINERS, EXCEPT FOLDING"
"2657","FOLDING PAPERBOARD BOXES, INCLUDING SANITARY"
"267","CONVERTED PAPER AND PAPERBOARD PRODUCTS, EXCEPT CONTAINERS AND BOX"
"2671","PACKAGING PAPER AND PLASTICS FILM, COATED AND LAMINATED"
"2672","COATED AND LAMINATED PAPER, NOT ELSEWHERE CLASSIFIED"
"2673","PLASTICS, FOIL, AND COATED PAPER BAGS"
"2674","UNCOATED PAPER AND MULTIWALL BAGS"
"2675","DIE-CUT PAPER AND PAPERBOARD AND CARDBOARD"
"2676","SANITARY PAPER PRODUCTS"
"2677","ENVELOPES"
"2678","STATIONERY, TABLETS, AND RELATED PRODUCTS"
"2679","CONVERTED PAPER AND PAPERBOARD PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"27","PRINTING, PUBLISHING, AND ALLIED INDUSTRIES"
"271","NEWSPAPERS: PUBLISHING, OR PUBLISHING AND PRINTING"
"2711","NEWSPAPERS: PUBLISHING, OR PUBLISHING AND PRINTING"
"272","PERIODICALS: PUBLISHING, OR PUBLISHING AND PRINTING"
"2721","PERIODICALS: PUBLISHING, OR PUBLISHING AND PRINTING"
"273","BOOKS"
"2731","BOOKS: PUBLISHING, OR PUBLISHING AND PRINTING"
"2732","BOOK PRINTING"
"274","MISCELLANEOUS PUBLISHING"
"2741","MISCELLANEOUS PUBLISHING"
"275","COMMERCIAL PRINTING"
"2752","COMMERCIAL PRINTING, LITHOGRAPHIC"
"2754","COMMERCIAL PRINTING, GRAVURE"
"2759","COMMERCIAL PRINTING, NOT ELSEWHERE CLASSIFIED"
"276","MANIFOLD BUSINESS FORMS"
"2761","MANIFOLD BUSINESS FORMS"
"277","GREETING CARDS"
"2771","GREETING CARDS"
"278","BLANKBOOKS, LOOSELEAF BINDERS, AND BOOKBINDING AND RELATED WORK"
"2782","BLANKBOOKS, LOOSELEAF BINDERS AND DEVICES"
"2789","BOOKBINDING AND RELATED WORK"
"279","SERVICE INDUSTRIES FOR THE PRINTING TRADE"
"2791","TYPESETTING"
"2796","PLATEMAKING AND RELATED SERVICES"
"28","CHEMICALS AND ALLIED PRODUCTS"
"281","INDUSTRIAL INORGANIC CHEMICALS"
"2812","ALKALIES AND CHLORINE"
"2813","INDUSTRIAL GASES"
"2816","INORGANIC PIGMENTS"
"2819","INDUSTRIAL INORGANIC CHEMICALS, NOT ELSEWHERE CLASSIFIED"
"282","PLASTICS MATERIALS AND SYNTHETIC RESINS, SYNTHETIC RUBBER, CELLULO"
"2821","PLASTICS MATERIALS, SYNTHETIC RESINS, AND NONVULCANIZABLE ELASTOM"
"2822","SYNTHETIC RUBBER (VULCANIZABLE ELASTOMERS)"
"2823","CELLULOSIC MANMADE FIBERS"
"2824","MANMADE ORGANIC FIBERS, EXCEPT CELLULOSIC"
"283","DRUGS"
"2833","MEDICINAL CHEMICALS AND BOTANICAL PRODUCTS"
"2834","PHARMACEUTICAL PREPARATIONS"
"2835","IN VITRO AND IN VIVO DIAGNOSTIC SUBSTANCES"
"2836","BIOLOGICAL PRODUCTS, EXCEPT DIAGNOSTIC SUBSTANCES"
"284","SOAP, DETERGENTS, AND CLEANING PREPARATIONS; PERFUMES, COSMETICS,"
"2841","SOAP AND OTHER DETERGENTS, EXCEPT SPECIALTY CLEANERS"
"2842","SPECIALTY CLEANING, POLISHING, AND SANITATION PREPARATIONS"
"2843","SURFACE ACTIVE AGENTS, FINISHING AGENTS, SULFONATED OILS, AND ASS"
"2844","PERFUMES, COSMETICS, AND OTHER TOILET PREPARATIONS"
"285","PAINTS, VARNISHES, LACQUERS, ENAMELS, AND ALLIED PRODUCTS"
"2851","PAINTS, VARNISHES, LACQUERS, ENAMELS, AND ALLIED PRODUCTS"
"286","INDUSTRIAL ORGANIC CHEMICALS"
"2861","GUM AND WOOD CHEMICALS"
"2865","CYCLIC ORGANIC CRUDES AND INTERMEDIATES, AND ORGANIC DYES AND PIG"
"2869","INDUSTRIAL ORGANIC CHEMICALS, NOT ELSEWHERE CLASSIFIED"
"287","AGRICULTURAL CHEMICALS"
"2873","NITROGENOUS FERTILIZERS"
"2874","PHOSPHATIC FERTILIZERS"
"2875","FERTILIZERS, MIXING ONLY"
"2879","PESTICIDES AND AGRICULTURAL CHEMICALS, NOT ELSEWHERE CLASSIFIED"
"289","MISCELLANEOUS CHEMICAL PRODUCTS"
"2891","ADHESIVES AND SEALANTS"
"2892","EXPLOSIVES"
"2893","PRINTING INK"
"2895","CARBON BLACK"
"2899","CHEMICALS AND CHEMICAL PREPARATIONS, NOT ELSEWHERE CLASSIFIED"
"29","PETROLEUM REFINING AND RELATED INDUSTRIES"
"291","PETROLEUM REFINING"
"2911","PETROLEUM REFINING"
"295","ASPHALT PAVING AND ROOFING MATERIALS"
"2951","ASPHALT PAVING MIXTURES AND BLOCKS"
"2952","ASPHALT FELTS AND COATINGS"
"299","MISCELLANEOUS PRODUCTS OF PETROLEUM AND COAL"
"2992","LUBRICATING OILS AND GREASES"
"2999","PRODUCTS OF PETROLEUM AND COAL, NOT ELSEWHERE CLASSIFIED"
"30","RUBBER AND MISCELLANEOUS PLASTICS PRODUCTS"
"301","TIRES AND INNER TUBES"
"3011","TIRES AND INNER TUBES"
"302","RUBBER AND PLASTICS FOOTWEAR"
"3021","RUBBER AND PLASTICS FOOTWEAR"
"305","GASKETS, PACKING, AND SEALING DEVICES AND RUBBER AND PLASTICS HOSE"
"3052","RUBBER AND PLASTICS HOSE AND BELTING"
"3053","GASKETS, PACKING, AND SEALING DEVICES"
"306","FABRICATED RUBBER PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"3061","MOLDED, EXTRUDED, AND LATHE-CUT MECHANICAL RUBBER GOODS"
"3069","FABRICATED RUBBER PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"308","MISCELLANEOUS PLASTICS PRODUCTS"
"3081","UNSUPPORTED PLASTICS FILM AND SHEET"
"3082","UNSUPPORTED PLASTICS PROFILE SHAPES"
"3083","LAMINATED PLASTICS PLATE, SHEET, AND PROFILE SHAPES"
"3084","PLASTICS PIPE"
"3085","PLASTICS BOTTLES"
"3086","PLASTICS FOAM PRODUCTS"
"3087","CUSTOM COMPOUNDING OF PURCHASED PLASTICS RESINS"
"3088","PLASTICS PLUMBING FIXTURES"
"3089","PLASTICS PRODUCTS, NOT ELSEWHERE CLASSIFIED"
"31","LEATHER AND LEATHER PRODUCTS"
"311","LEATHER TANNING AND FINISHING"
"3111","LEATHER TANNING AND FINISHING"
"313","BOOT AND SHOE CUT STOCK AND FINDINGS"
